Subject,Title,Instructor(s),Learning Product,Level,Duration,Gained Skills,Rate,Reviews,Data_Source
Photography & Video,Complete Graphics Design and Video Editing Masterclass,Stephen Koel Soren,Course,Not specified,10.0 hours,Other Photography & Video Video Editing,4.5,605,Public Dataset
Development,Vue 3 and Deno: A Practical Guide,Antonio Papa,Course,Not specified,7.5 hours,Web Development Deno,5.0,2,Public Dataset
Personal Development,Achieving Your Goals and Dreams,Joeel & Natalie Rivera,Course,Not specified,4.5 hours,Motivation Goal Achievement,5.0,8,Public Dataset
Finance & Accounting,Microsoft Excel - Excel from Scratch to Proficiency!,Dr. Aamer Yahia,Course,Not specified,5.5 hours,Financial Modeling & Analysis Excel,4.7,8,Public Dataset
Finance & Accounting,Ethereum Trading Robot - Cryptocurrency Never Losing Formula,Petko Zhivkov Aleksandrov,Course,Not specified,2.0 hours,Cryptocurrency & Blockchain Ethereum,4.7,35,Public Dataset
Business,Culture | How to Manage Team Conflict,Learoy Tonight,Course,Not specified,0.4166666666666667 hours,Management Conflict Management,4.5,3284,Public Dataset
Health & Fitness,punch accuracy training increase by Auxiliary training,Chanuphon Yodsamai,Course,Not specified,1.0 hours,Self Defense Boxing,0.0,0,Public Dataset
Lifestyle,Predation Substitute Training,Simone Mueller,Course,Not specified,2.0 hours,Pet Care & Training Dog Care,4.9,28,Public Dataset
Development,Create Your Own React Live Web Chat Application Zero to Hero,Tech CodingCamp,Course,Not specified,6.5 hours,Web Development Chatbot,5.0,2,Public Dataset
Development,R Programming for Beginners,Uplatz Training,Course,Not specified,8.5 hours,Programming Languages R (programming language),4.4,55,Public Dataset
Development,Make Money From Apps,Yishay Yosef,Course,Not specified,3.0 hours,Mobile Development Mobile App Business,5.0,1,Public Dataset
Marketing,How to sell your product or service,Gordon Pace,Course,Not specified,1.0 hours,Marketing Fundamentals Sales Skills,0.0,0,Public Dataset
IT & Software,SQL Server Integration Services (SSIS) - An Introduction,Phillip Burton,Course,Not specified,4.0 hours,Other IT & Software SSIS,4.4,3785,Public Dataset
Design,Fashion Illustration,CREO Valley,Course,Not specified,2.5 hours,Fashion Design Unknown,5.0,1,Public Dataset
Teaching & Academics,Number Theory (Unvisited applications in the Real World),Omkareshwar Jha,Course,Not specified,2.5 hours,Math Number Theory,5.0,1,Public Dataset
Music,Learn how to play Sitar - Complete Course for Beginners,Bhuwan Chandra,Course,Not specified,2.0 hours,Instruments Percussion Instruction,5.0,1,Public Dataset
Business,Making a Fortune w/ Foreclosures,Brian Hout,Course,Not specified,4.0 hours,Real Estate Real Estate Flipping,4.4,4,Public Dataset
Design,Design Great UX Design Portfolios with Notion (+ Template),Max Brinckmann,Course,Not specified,1.0 hours,User Experience Design Professional Portfolio,4.2,22,Public Dataset
Business,Exploring Non-Financial Sustainability Performance,Illumeo Learning,Course,Not specified,1.5 hours,Business Analytics & Intelligence Sustainable Architecture,5.0,1,Public Dataset
Business,[2021] The Essentials of Feedback & Performance Management,Davis Jones,Course,Not specified,2.5 hours,Human Resources Interpersonal Feedback,4.3,1415,Public Dataset
Lifestyle,"Fireplace 101, A Buying Guide",Brian Ajax,Course,Not specified,0.5333333333333333 hours,Home Improvement Unknown,5.0,1,Public Dataset
Lifestyle,Watercolor Painting For Beginners | By Award Winning Artist,Broderick Wong,Course,Not specified,7.0 hours,Arts & Crafts Watercolor Painting,4.6,2338,Public Dataset
Marketing,Instagram Marketing 2021: Ultimate Guide to Instagram Growth,Adnan Ramzan,Course,Not specified,3.5 hours,Social Media Marketing Instagram Marketing,3.0,1,Public Dataset
Design,ETABS: For Structural Design of Buildings,Gokul Saud,Course,Not specified,7.0 hours,Architectural Design ETABS,4.3,666,Public Dataset
Photography & Video,Fundamentals Of Photography,World Photographers Club,Course,Not specified,2.5 hours,Photography Unknown,4.4,45,Public Dataset
Photography & Video,Movavi Photo Editor 6 - Complete Course,Sagar Kundu,Course,Not specified,1.0 hours,Photography Tools Image Editing,4.6,8,Public Dataset
Finance & Accounting,Standard Costing,Navkar Digital Institute,Course,Not specified,9.0 hours,Other Finance & Accounting Management Accounting,0.0,0,Public Dataset
Finance & Accounting,Valuation using DCF and Relative Valuation Techniques,FinXcel Academy,Course,Not specified,1.0 hours,Financial Modeling & Analysis Company Valuation,0.0,0,Public Dataset
Business,Open To buy- Retail Merchandising Planning,Swati V Aggarwaal,Course,Not specified,1.0 hours,Other Business Retail Business,4.2,351,Public Dataset
Personal Development,ACCEPTED Dua Course - Problems Solved With Dua - QURAN ISLAM,Shahzeb Hussain,Course,Not specified,2.0 hours,Religion & Spirituality Relationship Building,5.0,5,Public Dataset
Teaching & Academics,Urby's Parent Guide: Literacy Remixed for Grades K - 2,Candice M Williams,Course,Not specified,1.0 hours,Online Education Reading Instruction,5.0,3,Public Dataset
Marketing,Online Branding on Social Media in 2021,Chirag Aggarwal,Course,Not specified,1.5 hours,Social Media Marketing Instagram Marketing,5.0,3,Public Dataset
Personal Development,Behavioural Styles DISC/Insights Overview,Adrian Newbery M.A. (Distinction),Course,Not specified,1.5 hours,Leadership Classroom Management,0.0,0,Public Dataset
Lifestyle,The Complete Beginner's Guide to Chess,Tryfon Gavriel,Course,Not specified,40.5 hours,Gaming Chess,4.8,6,Public Dataset
Finance & Accounting,How to Save Capital Gains Tax on Sale of Real Estate?,Vimal Arora,Course,Not specified,4.0 hours,Investing & Trading Tax Preparation,5.0,3,Public Dataset
Music,How to create Minimal House with Elektron Digitakt,Matthias Rosenkranz,Course,Not specified,2.0 hours,Music Production Unknown,5.0,2,Public Dataset
Lifestyle,Comprehensive Home Repair and Improvement,Become Your Own Handyman LLC,Course,Not specified,47.0 hours,Home Improvement Home Repair,4.4,94,Public Dataset
Design,Learning Axure RP 8 - UX Design Fundamentals,Radu Fotolescu,Course,Not specified,2.0 hours,User Experience Design Axure RP,4.7,505,Public Dataset
Lifestyle,"Organic Container Gardening, The Indian Way",Prabal Mallick,Course,Not specified,2.0 hours,Home Improvement Gardening,4.7,19,Public Dataset
Marketing,Marketing Analytics: The Full Marketing Research Masterclass,Business Hero,Course,Not specified,3.5 hours,Marketing Analytics & Automation Market Research,4.1,397,Public Dataset
Development,Full stack project with spring boot java and react - TDD,Vikas kumar,Course,Not specified,11.0 hours,Web Development React,4.7,21,Public Dataset
Personal Development,Creative Confidence- Unleashing the Creative Potential,Dr. Dheeraj Mehrotra,Course,Not specified,0.6833333333333333 hours,Motivation Confidence,4.5,16,Public Dataset
Business,International Business: Applied Fundamentals,Sentinel | 9,Course,Not specified,2.0 hours,Other Business Business Strategy,0.0,0,Public Dataset
Teaching & Academics,Seth Godin on learning and education,Seth Godin,Course,Not specified,2.0 hours,Online Education Teaching Online,4.8,330,Public Dataset
Health & Fitness,How to learn kicking at home,Viktor Prazhmovskyi,Course,Not specified,3.5 hours,Self Defense Martial Arts,5.0,3,Public Dataset
Health & Fitness,Treating Allergies and Asthma with Alternative Medicine,jeanie mossa,Course,Not specified,3.0 hours,Other Health & Fitness Holistic Medicine,5.0,7,Public Dataset
Design,T-Shirt Design Masterclass In Photoshop | Sell Your T-Shirt,Stephen Koel Soren,Course,Not specified,4.0 hours,Graphic Design & Illustration T-Shirt Design,4.7,39,Public Dataset
Business,Using LinkedIn for Your Cybersecurity Job Search,"Kenneth Underhill, CEH, CHFI",Course,Not specified,4.0 hours,Other Business LinkedIn,4.8,6,Public Dataset
Development,"""The Secret To Love & Knowing Who The Right One Is!""",Deborah Allen,Course,Not specified,2.5 hours,Software Development Tools Relationship Building,5.0,3,Public Dataset
Personal Development,Success: How to Set and Achieve Goals,Joseph Phillips,Course,Not specified,1.5 hours,Personal Transformation Goal Setting,4.4,1368,Public Dataset
Development,Detecting Cybertrolls using deep learning,Evergreen Technologies,Course,Not specified,3.5 hours,Data Science Deep Learning,5.0,1,Public Dataset
Health & Fitness,Managing Health & Safety,Jason Machado,Course,Not specified,3.5 hours,Safety & First Aid NEBOSH,4.0,57,Public Dataset
Teaching & Academics,The Skilled Helper Training Course (with Gerard Egan Ph.D.),Kain Ramsay,Course,Not specified,7.0 hours,Social Science Life Coach Training,4.5,600,Public Dataset
Personal Development,Lead People Like a Pro,K.M. Harvin,Course,Not specified,1.5 hours,Leadership Personal Development,5.0,1,Public Dataset
Personal Development,Writing Champion: Four Steps To Conquer Persuasive Writing!,David Merrill,Course,Not specified,0.7333333333333333 hours,Personal Brand Building Essay Writing,4.0,1,Public Dataset
Personal Development,Professional English pronunciation for CHINESE accents,Alison Kimble,Course,Not specified,16.5 hours,Career Development English Pronunciation,0.0,0,Public Dataset
Lifestyle,Certified India Heritage English and Spiritual Dance Class 2,Sarita Wariyer,Course,Not specified,0.5666666666666667 hours,Other Lifestyle Indian Dance,0.0,0,Public Dataset
Health & Fitness,Essentials of Green Smoothies,Evita Ochel,Course,Not specified,2.5 hours,Nutrition Unknown,4.7,586,Public Dataset
Marketing,Modern PR — How To Get Press Coverage For Your Business,Brad Merrill,Course,Not specified,1.0 hours,Public Relations Unknown,4.4,1033,Public Dataset
Health & Fitness,End the Struggle: Stress & Emotional Eating,JoAnna Gistand,Course,Not specified,0.6333333333333333 hours,Nutrition Stress Management,5.0,2,Public Dataset
Office Productivity,Zapier (2021): Crash Course,Leonardo Adonis,Course,Not specified,1.0 hours,Other Office Productivity Zapier,5.0,2,Public Dataset
Marketing,How to quick create professional videos using Keynote,Gabriel Medeiros,Course,Not specified,4.0 hours,Video & Mobile Marketing Apple Keynote,4.8,29,Public Dataset
Music,Circle of 5ths for the Harp 2.0 with Monica Schley,Monica Schley,Course,Not specified,1.0 hours,Music Fundamentals Harp,4.7,4,Public Dataset
Marketing,Taking The Fear Out Of Corporate Fundraising,Simon Scriver,Course,Not specified,2.0 hours,Other Marketing Fundraising,4.4,105,Public Dataset
Design,How to Draw and Sketch for Absolute Beginners pt 1,Rich Graysonn,Course,Not specified,12.5 hours,Graphic Design & Illustration Sketching,4.5,4011,Public Dataset
Marketing,Quality PPC Advertising,Eric Yeboah,Course,Not specified,1.0 hours,Advertising PPC Advertising,5.0,1,Public Dataset
Personal Development,Mindfulness and Mindfulness Meditation Course,Libby Seery Founder of Renaissance Life Therapies,Course,Not specified,1.0 hours,Happiness Mindfulness,4.1,912,Public Dataset
Development,The Comprehensive SQL Course 2021,Malvik Vaghadia,Course,Not specified,6.0 hours,Database Design & Development SQL,4.7,90,Public Dataset
Design,Ultimate Adobe Photoshop CC Masterclass Basics To Advanced,Stephen Koel Soren,Course,Not specified,5.0 hours,Graphic Design & Illustration Photoshop,4.6,1309,Public Dataset
Health & Fitness,Jeet Kune Do Fundamentals & Concepts,"Sifu Rob Doggett, The JKD Process",Course,Not specified,1.5 hours,Self Defense Jeet Kune Do,0.0,0,Public Dataset
Marketing,YouTube Made Simple: Start your channel fast complete guide,Jewel & Auret,Course,Not specified,5.5 hours,Content Marketing YouTube Audience Growth,4.5,327,Public Dataset
Business,Self-Publishing 101,Kassandra Vaughn,Course,Not specified,1.5 hours,Media Self-Publishing,0.0,0,Public Dataset
Marketing,Bing Ads / Microsoft Advertising: A Beginners Guide To PPC,Brennan Zimmer,Course,Not specified,2.0 hours,Advertising Bing Ads,3.8,101,Public Dataset
Health & Fitness,The FERTILE System,Melanie Rivers,Course,Not specified,1.5 hours,Other Health & Fitness Fertility,5.0,2,Public Dataset
Business,Epi~nomics: Forecasting Skills for Small Businesses,Navine Christian,Course,Not specified,1.0 hours,Business Strategy Strategic Thinking,5.0,4,Public Dataset
Business,A beginner's guide of Human Resource Management,Sidra Mahboob Siyal,Course,Not specified,1.5 hours,Human Resources Unknown,4.9,8,Public Dataset
Design,The Ultimate Guide on How to Become a Designer,Martin Perhiniak,Course,Not specified,2.0 hours,Other Design Graphic Design,4.2,385,Public Dataset
Teaching & Academics,1-Arabic Tayseer– Simplifying Arabic For Beginners–PART ONE,Mahmoud Ziyada,Course,Not specified,8.0 hours,Language Learning Arabic Language,5.0,8,Public Dataset
Finance & Accounting,Advanced Financial Management for CA/CMA/CFA/ACCA/CS/MBA,"Raja Natarajan, B.Com., PGDBA, FCA",Course,Not specified,44.5 hours,Finance Financial Management,4.4,425,Public Dataset
Personal Development,How To Plan For a Baby : Emotionally and Financially.,Nilotpala Sarma,Course,Not specified,1.5 hours,Parenting & Relationships Parenting,5.0,6,Public Dataset
Design,Architecture Design of 1000 sqmt High-end Luxurious Bungalow,Hokydemy Team,Course,Not specified,1.0 hours,Architectural Design Unknown,5.0,5,Public Dataset
Business,Excel for Accounting,ThinkTank Careers,Course,Not specified,3.0 hours,Entrepreneurship Excel,4.0,208,Public Dataset
Business,How To Validate Any Business Idea,"William U. Peña, MBA",Course,Not specified,1.0 hours,Entrepreneurship Business Idea Generation,4.5,1254,Public Dataset
Marketing,Facebook Ads Masterclass: The Complete Guide for beginners,Matt Relish,Course,Not specified,2.0 hours,Social Media Marketing Facebook Ads,5.0,1,Public Dataset
Marketing,Voice-Over Marketing: Get More Voice Over Jobs in Less Time!,Peter Baker,Course,Not specified,2.5 hours,Product Marketing Voice-Over,4.8,263,Public Dataset
Development,JavaScript Math Games project for learning code from scratch,Laurence Svekis,Course,Not specified,3.5 hours,Game Development JavaScript,5.0,1,Public Dataset
Photography & Video,iPhone Photography | Take Professional Photos On Your iPhone,Dale McManus,Course,Not specified,1.5 hours,Digital Photography iPhone Photography,4.6,16425,Public Dataset
Development,javascript beginner to advanced,Rohel Ahmed,Course,Not specified,1.0 hours,Mobile Development JavaScript,4.4,7,Public Dataset
Business,Avoiding Common Mistakes when hiring Court Experts,Stanley S Bezuidenhout,Course,Not specified,0.5166666666666667 hours,Business Law Legal Research,5.0,1,Public Dataset
Development,Unreal Engine Blueprint Game Developer,Ben Tristem,Course,Not specified,10.5 hours,Game Development Unreal Engine Blueprints,4.6,5103,Public Dataset
Teaching & Academics,Tekla Shop drawings Steel Structure,Ahmad Traboulsi,Course,Not specified,3.5 hours,Engineering Tekla Structures,4.8,25,Public Dataset
Photography & Video,Create YouTube Videos with Microsoft PowerPoint 2016,Brian Jackson,Course,Not specified,1.5 hours,Video Design PowerPoint,4.7,7,Public Dataset
Business,Better Virtual Meetings: How to Lead Effective Meetings,Hassan Osman,Course,Not specified,1.0 hours,Management Meetings,4.5,6027,Public Dataset
Development,The Data Science Course 2021: Complete Data Science Bootcamp,365 Careers,Course,Not specified,28.5 hours,Data Science Data Analysis,4.5,94707,Public Dataset
Teaching & Academics,Escaping the matrix,Shannon Gilmour,Course,Not specified,7.5 hours,Other Teaching & Academics Education,0.0,0,Public Dataset
IT & Software,Linux Administration Bootcamp: Go from Beginner to Advanced,Jason Cannon,Course,Not specified,9.0 hours,Operating Systems & Servers Linux Administration,4.5,17572,Public Dataset
Business,Amazon FBA as a Private Label Business Launching Platform,Damir Šerbečić,Course,Not specified,7.5 hours,E-Commerce Amazon FBA,4.6,2160,Public Dataset
Development,Mastering Java Programming,SACHIN NANDHA SABARISH J,Course,Not specified,18.5 hours,Programming Languages Java,5.0,3,Public Dataset
Personal Development,Ayurveda Lifestyle Practices for Balance and Bliss,Lissa Coffey,Course,Not specified,2.5 hours,Happiness Ayurveda,4.9,90,Public Dataset
Finance & Accounting,Cryptocurrency 101: A Simplified Guide,Anuj Vohra,Course,Not specified,1.5 hours,Cryptocurrency & Blockchain Cryptocurrency,5.0,1,Public Dataset
Business,Business Strategy: Competitive Analysis and Strategic Planning,365 Careers,Course,All Levels,Not specified,"Business Strategy, Competitive Analysis, Strategic Planning, Strategic Decision-Making",4.5,23366,Curated
IT & Software,Complete Linux course: Become a Linux professional,Muhammed El-LawendI,Course,Not specified,14.0 hours,Operating Systems & Servers Linux,4.7,2621,Public Dataset
Finance & Accounting,Using Machine Learning to Combat Money Laundering,Riskpro Learning,Course,Not specified,0.5666666666666667 hours,Compliance Anti-Money Laundering,4.3,30,Public Dataset
Development,The Complete 2021 Flutter Development Bootcamp with Dart,Dr. Angela Yu,Course,Not specified,28.5 hours,Mobile Development Google Flutter,4.6,34296,Public Dataset
Lifestyle,ANIMAL REIKI: Animal Reiki Energy Healing Certification!,Learn Online,Course,Not specified,3.5 hours,Esoteric Practices Animal Reiki,4.6,18,Public Dataset
Finance & Accounting,#1 Ultimate Crypto Currency Investing Program + Extras,James Part Time Entrepreneur,Course,Not specified,3.5 hours,Cryptocurrency & Blockchain Cryptocurrency,4.0,245,Public Dataset
Office Productivity,OBIEE 12c  Visual Analyzer Developer Course,Sanjay Singh,Course,Not specified,1.5 hours,Oracle Oracle Business Intelligence,4.4,34,Public Dataset
Personal Development,Understanding and Reducing Job Burnout and Stress,Dr. Moriel McDuffy,Course,Not specified,1.5 hours,Stress Management Unknown,5.0,6,Public Dataset
Business,Dashboard Design Fundamentals [2021] - Dashboards that work,Joshua Brindley,Course,Not specified,5.0 hours,Business Analytics & Intelligence Data Visualization,4.4,2,Public Dataset
Design,Blender 2.8 Architectural Course -Beginner to Intermediate,Thomas McDonald,Course,Not specified,7.0 hours,Architectural Design Blender,4.4,267,Public Dataset
Lifestyle,Learn Proper Size and Fit For Women's Garments,BJ Wilson,Course,Not specified,0.5333333333333333 hours,Beauty & Makeup Fashion,0.0,0,Public Dataset
Design,Basic AutoCAD for engineering students,The ORION,Course,Not specified,3.0 hours,Other Design Technical Drawing,4.3,493,Public Dataset
Music,Piano Rhythms Vol.2: Ballade Style,Ilse Lozoya,Course,Not specified,2.0 hours,Music Fundamentals Piano,5.0,7,Public Dataset
Business,Project Management Simulation Certification Exams,"Dr. Chris Mall • 25,000+ Students Worldwide",Course,Not specified,0.0 hours,Project Management Unknown,5.0,10,Public Dataset
Teaching & Academics,An Introduction to Psychology,The Saviour Academy,Course,Not specified,4.0 hours,Social Science Psychology,4.4,5,Public Dataset
Health & Fitness,Jump-Start to Keto Diet : Win Your Weight Loss Battle!,Joseph Shenouda,Course,Not specified,0.6 hours,Dieting Ketogenic Diet,0.0,0,Public Dataset
Teaching & Academics,Read %70 Arabic in a Week,Muhammad Ahmad Metwally,Course,Not specified,2.0 hours,Language Learning Arabic Language,0.0,0,Public Dataset
Health & Fitness,Lessons from Abroad: Salzburg,Hannah Faulkner,Course,Not specified,1.0 hours,Yoga Unknown,5.0,2,Public Dataset
Business,"ISO 22000 (HACCP, PRPs, oPRPs and CCPs) for Food Safety",Olanab Consults,Course,Not specified,1.5 hours,Industry Food Safety,2.5,1,Public Dataset
Teaching & Academics,"How to Design, Teach, & Market Profitable Online Courses",Dr. Dave Hale,Course,Not specified,4.5 hours,Online Education Online Course Creation,5.0,2,Public Dataset
Photography & Video,Adobe Lightroom for Absolute Beginners,Robin Nichols,Course,Not specified,5.0 hours,Photography Adobe Lightroom,4.6,11,Public Dataset
Office Productivity,QuickBooks Online: Working with Vendors and Expenses,Alicia Katz Pollock,Course,Not specified,2.0 hours,Other Office Productivity QuickBooks Online,4.7,28,Public Dataset
Office Productivity,AWS Certified SysOps Administrator -Associate (SOA-C01) Exam,Rohit Redhu,Course,Not specified,0.0 hours,Other Office Productivity AWS Certified SysOps Administrator - Associate,0.0,0,Public Dataset
Development,Learn MATLAB From Scratch,Gorcin Rancic,Course,Not specified,12.5 hours,Programming Languages MATLAB,0.0,0,Public Dataset
Personal Development,Leaders Beyond Title - Soft Skills for Excellent Leadership,ThePhenomenal Bamidele,Course,Not specified,2.0 hours,Leadership Unknown,5.0,1,Public Dataset
Music,#6 Piano Secret Trick: Rosa's Runs & Fills - Polychord Hands,Rosa Suen,Course,Not specified,1.0 hours,Music Techniques Piano Chords,5.0,4,Public Dataset
Marketing,How to Create Marketing Videos on Your Smartphone or Laptop,Dom O'Neill,Course,Not specified,2.0 hours,Video & Mobile Marketing Videography,4.3,14,Public Dataset
Marketing,Create Animated Promo Videos - 2020 Complete Walkthrough,Matt Wong,Course,Not specified,2.0 hours,Video & Mobile Marketing Animation,4.9,4,Public Dataset
Personal Development,Presentation Skills - Advanced: Speak Without Reading Notes,TJ Walker,Course,Not specified,29.0 hours,Career Development Presentation Skills,4.5,702,Public Dataset
Music,Learn to read musical notes,Cris Raybass,Course,Not specified,1.0 hours,Music Fundamentals Reading Music,4.2,2,Public Dataset
Computer Science,"Learn Faster, Code Better, Achieve More",Dr. Angela Yu,Course,All Levels,8.5 hours,"Learning Techniques, Productivity, Coding Skills",4.7,3419,Curated
Leadership & Management,Presentation Skills: Master Confident Presentations,Chris Croft,Course,Not specified,2.0 hours,Communication Presentation Skills,4.5,6335,Public Dataset
Lifestyle,Yak 18T. 4 seat fully aerobatic.,"Graham ""The Baron"" Hesketh",Course,Not specified,2.0 hours,Gaming Aviation,5.0,1,Public Dataset
Lifestyle,How To Draw A Hand Using Three Shapes,China Jordan,Course,Not specified,0.5333333333333333 hours,Arts & Crafts Pencil Drawing,0.0,0,Public Dataset
Personal Development,Beat Stress & Anxiety! Live Your Best Life Now!,Peter Coughlan,Course,Not specified,5.5 hours,Stress Management Unknown,5.0,8,Public Dataset
Marketing,Behavioral Economics and Neuromarketing,ICAN Consultancy,Course,Not specified,1.5 hours,Marketing Fundamentals Neuromarketing,4.4,983,Public Dataset
Business,Agile Fundamentals: Including Scrum and Kanban - 2021,The BA Guide | Jeremy Aschenbrenner,Course,Not specified,4.5 hours,Business Analytics & Intelligence Agile,4.5,21556,Public Dataset
Marketing,Email Marketing Automation Masterclass Beginner to Advanced,Startup Masters,Course,Not specified,9.0 hours,Advertising Email Marketing,4.4,7,Public Dataset
Finance & Accounting,MYOB AccountRight Live Advanced Course,Matthew Powell,Course,Not specified,8.0 hours,Accounting & Bookkeeping Bookkeeping,0.0,0,Public Dataset
Personal Development,Personal Branding MasterClass: Build a Brand called You,Oana Radu - Personal Branding,Course,Not specified,2.5 hours,Personal Brand Building Personal Branding,3.5,39,Public Dataset
Photography & Video,Filmora For Beginners,James Woo,Course,Not specified,2.0 hours,Video Design Video Creation,4.9,6,Public Dataset
Lifestyle,The Art of Decorating with Intention,Jody Pear,Course,Not specified,0.55 hours,Home Improvement Interior Design,2.5,1,Public Dataset
Marketing,Learn AdWords in 60 Minutes,David Black,Course,Not specified,1.0 hours,Search Engine Optimization Google Ads (Adwords),3.5,414,Public Dataset
Business,Understanding and Complying with HIPAA,Scott Koller,Course,Not specified,0.6166666666666667 hours,Human Resources HIPAA,4.4,4165,Public Dataset
Marketing,The Complete Instagram Marketing Course - 6 Courses In 1,James Canzanella,Course,Not specified,1.5 hours,Social Media Marketing Instagram Marketing,3.4,952,Public Dataset
Personal Development,Conscious Leadership Team Building - Your Success System,Tom Eddington,Course,Not specified,1.0 hours,Leadership Team Building,5.0,1,Public Dataset
Business,PMP Practice Test Exam 2021-PMBOK6,"Angelo Gonsalves SHRM, PMP, CIPD",Course,Not specified,0.0 hours,Project Management PMP,5.0,8,Public Dataset
Personal Development,The Work From Home Professional,Giant Self,Course,Not specified,1.0 hours,Personal Productivity Unknown,5.0,1,Public Dataset
Health & Fitness,Inside Softball Practice Vol. 2,Sport Videos,Course,Not specified,2.0 hours,Sports Sports Coaching,5.0,1,Public Dataset
Personal Development,Connect With God Through Inductive Bible Study,Steven Jetton,Course,Not specified,4.0 hours,Personal Transformation Unknown,0.0,0,Public Dataset
Teaching & Academics,Living Law® Japan-400 years of legal and political evolution,Wayne Carroll,Course,Not specified,1.0 hours,Humanities History,5.0,1,Public Dataset
Marketing,The LAZY Podcaster: Podcast with ZERO Effort,Nick Donnelly,Course,Not specified,1.0 hours,Digital Marketing Podcasting,5.0,1,Public Dataset
Personal Development,Graffiti Styles - Advanced,Dosta Andrew Lake,Course,Not specified,4.0 hours,Other Personal Development Graffiti,0.0,0,Public Dataset
Business,"Digital Marketing Strategy, Social Media Marketing, WordPress, SEO, ChatGPT, Email, Instagram, Facebook, YouTube Ads",Pouya Eti,Course,All Levels,83.5 hours,"Digital Marketing Strategy, Social Media Marketing, SEO, Email Marketing, ChatGPT",4.5,25603,Curated
Personal Development,How to Read Tarot Cards- Simple Beginners Guide,Ashleigh-Jay Caines,Course,Not specified,1.0 hours,Religion & Spirituality Tarot Reading,5.0,3,Public Dataset
Lifestyle,Home of Delicious: Christmas Cookies & Stollen,Kathy Matsunami,Course,Not specified,0.5166666666666667 hours,Food & Beverage Cake Baking,5.0,2,Public Dataset
Finance & Accounting,Ethics & Acceptance,Navkar Digital Institute,Course,Not specified,3.0 hours,Accounting & Bookkeeping Internal Auditing,0.0,0,Public Dataset
Personal Development,American Accent Made Easy - Mastering the American Accent,Ashwin Gore,Course,Not specified,1.5 hours,Other Personal Development American Accent,4.6,1114,Public Dataset
Marketing,How to Start a Marketing Ad Agency,COURSE ENVY,Course,Not specified,2.5 hours,Other Marketing Marketing Strategy,4.4,296,Public Dataset
Business,Online Media Training - Personal confidence - Self promotion,Mark Aiston,Course,Not specified,0.3666666666666666 hours,Media Media Training,5.0,2,Public Dataset
Marketing,Business Branding Business Coach Certification1 Coaching,Fearless Entrepreneur Academy,Course,Not specified,6.0 hours,Branding Business Branding,3.9,152,Public Dataset
Health & Fitness,Kombucha - Learn the DIY Techniques to Create Your Own Brew,Gillian Grant,Course,Not specified,0.6833333333333333 hours,Nutrition Unknown,0.0,0,Public Dataset
Health & Fitness,Teach your child to swim - step-by-step guide,Hadar Frisch,Course,Not specified,1.0 hours,Other Health & Fitness Swimming,4.9,17,Public Dataset
Design,High-Speed Board Design Course System On Module -EsteemPCB,Aviral Mishra,Course,Not specified,24.0 hours,Other Design Electronics,4.5,83,Public Dataset
Personal Development,Voice Training – 30-Days to a More Confident Powerful Voice.,Peter Baker,Course,Not specified,5.0 hours,Influence Voice Training,4.5,3435,Public Dataset
Development,Learn how to create a cryptocurrency website on WordPress,Tapishi Levis Tangunung,Course,Not specified,0.5666666666666667 hours,No-Code Development Cryptocurrency,0.0,0,Public Dataset
Photography & Video,Drones: how to tell aerial stories,Alex Assenmacher,Course,Not specified,4.0 hours,Video Design Drone,4.6,533,Public Dataset
Photography & Video,Photoshop Tips & Tricks For Social Media,George Katsilidis,Course,Not specified,0.6 hours,Photography Tools Photoshop Retouching,4.8,3,Public Dataset
Computer Science,The Complete Full-Stack Web Development Bootcamp,Dr. Angela Yu,Course,All Levels,61 hours,"HTML, CSS, JavaScript, Node.js, React, PostgreSQL, Web3",4.7,463124,Curated
Business,Outsourcing: Save Time with Inexpensive Professionals,Zach Miller,Course,Not specified,2.0 hours,Operations Outsourcing,5.0,2,Public Dataset
Personal Development,Psychic Skills for Self-Care,Carolyn Wilkins,Course,Not specified,2.5 hours,Personal Transformation Psychic,4.8,2,Public Dataset
Business,Professional Life Coach Certification PCELC Coach Training,Empowerment Coach Academy,Course,Not specified,18.5 hours,Industry Life Coach Training,4.2,1875,Public Dataset
IT & Software,"H02: Brainstorming Techniques in Healthcare, Plain & Simple",Thomas Giordano,Course,Not specified,1.0 hours,Other IT & Software Healthcare IT,5.0,5,Public Dataset
Development,C++: From Beginner to Expert,Arkadiusz Włodarczyk,Course,Not specified,17.0 hours,Programming Languages C++,4.4,8523,Public Dataset
Design,HTML in Tamil,Mohanapriya Sivakumar,Course,Not specified,6.5 hours,Web Design HTML,1.7,2,Public Dataset
Finance & Accounting,ACCA Financial Management (FM): Business Valuations,ProfEd Academy,Course,Not specified,1.0 hours,Finance ACCA,4.4,200,Public Dataset
Music,Music Theory Grade 1 - British School Muscat,Michael Luck,Course,Not specified,1.5 hours,Music Fundamentals Music Theory,4.3,286,Public Dataset
Health & Fitness,Meal Planning Masterclass: Create Your Own Meal Plan,Brad Newton,Course,Not specified,5.5 hours,Nutrition Meal Planning,4.6,1403,Public Dataset
Marketing,"Marketing For Consulting, Services, Digital Marketing Agency",Alex Genadinik,Course,Not specified,10.0 hours,Product Marketing Management Consulting,4.0,96,Public Dataset
